"","baseMean","log2FoldChange","lfcSE","stat","pvalue","padj"
"LOC105379664",0.354322713007167,-1.071106556523,4.08045587185885,-0.262496787162915,0.792938462016623,NA
"LOC105374866",0.194981684083622,-1.40691608653783,4.04874936547697,-0.34749399370936,0.728220230047068,NA
"LOC105379618",5.05433379790066,-0.812065663514261,1.03941405365625,-0.781272545486306,0.43464221391568,NA
"LOC101929045",30.9457566339687,-0.126209508465288,0.426171144443986,-0.296147475282377,0.767117459134509,0.905798209004299
"LOC102724992",8.83898756959632,-6.7723517712524,3.37381075252621,-2.00733006917518,0.0447145294796479,NA
"LOC105375795",0.36903997921363,2.34383578105593,4.00185936958025,0.585686693258733,0.558086077895056,NA
"LOC105375543",1.29392109880968,0.107521198784381,2.14807347778934,0.0500547117666731,0.960078789241991,NA
"LOC105379578",150.689844768007,-0.27248413788948,0.190318327159499,-1.43172831516704,0.152221589614633,0.443315456452163
"LOC105379562",0.109081045427036,0.852453194129738,4.0804558718652,0.208911264059346,0.834517510729977,NA
"LOC105379549",599.338512673285,-0.0105989140222468,0.124815111132569,-0.0849169137139925,0.932327445156364,0.977580578727679
"LOC105379548",5.26494543434013,0.60633745888279,0.934067939664987,0.649136356291448,0.516250244248782,NA
"LOC105379516",0.212232431430906,-1.07110015774607,4.0804558718652,-0.262495219010042,0.792939670849083,NA
"LOC105379507",212.943824788136,0.0609212807636946,0.168796813034301,0.360914875515539,0.718163082997722,0.882149672544479
"LINC01670",5.66383922079782,5.01671585397835,3.92577259617614,1.27789262650232,0.201287288293474,NA
"LOC105379484",17.048965458201,-0.270008359774196,0.508031388368586,-0.531479680106497,0.595086418673871,NA
"LOC105371168",3.55049480044454,-0.339506892798914,1.11071822644564,-0.305664285248432,0.759860268812264,NA
"LINC02195",1.7824464913933,-0.148745504168697,2.21012294291125,-0.0673019139707968,0.946341353217332,NA
"LOC105371147",0.5695448434227,0.81597302062635,3.11628410282989,0.261841665811332,0.793443514709979,NA
"LOC105371143",2.67828722089951,-1.02412905378201,1.30474438723497,-0.784926966386387,0.43249639027907,NA
"LOC105371117",0.109081045427036,0.852453194129738,4.0804558718652,0.208911264059346,0.834517510729977,NA
"LOC105379460",0.923796957860635,-0.137063519917446,2.57315835010455,-0.0532666479355524,0.957519453551511,NA
"LOC105379444",0.361797487370935,0.772038543748741,4.06806737833675,0.189780176174071,0.849481390701565,NA
"LOC105379420",12.9628332963578,-0.0149142444069639,0.599650163988827,-0.0248715756329582,0.980157399577186,NA
"LOC105373153",2.21965844961294,0.624118359314175,1.64950495605151,0.378367071298866,0.70515792640773,NA
"LOC102724775",8.43809656342209,0.829405829814071,0.770640010760951,1.07625586296135,0.281812842225911,NA
"LINC02701",15.9068004162223,-0.774429781071793,0.54984756686975,-1.40844449941022,0.158999490335091,NA
"LOC105369334",0.254638640023458,-1.07110015774607,4.0804558718652,-0.262495219010042,0.792939670849083,NA
"LOC105369325",16.0271176776638,-0.121279422763839,0.610523653737556,-0.198648196546326,0.842537949457258,NA
"LOC105369318",0.338247434242802,-2.00965378914564,4.03541539626699,-0.49800419332411,0.618481086591735,NA
"LOC105369310",0.695241129284481,0.652822374686041,2.78713175658647,0.234227310260202,0.814808514129656,NA
"LOC105379395",18.1954583610341,0.278037525740616,0.556432820864268,0.499678515204693,0.617301462941479,NA
"LOC105379381",1.49506079057206,-0.713960326508157,2.03319491526825,-0.3511519339079,0.725474367932065,NA
"LOC105379375",4.37342748260121,1.04262602940812,0.974687732819985,1.06970262813462,0.284753182992918,NA
"LOC105379362",233.285044276668,-0.0717397182355689,0.202576160838624,-0.354137021545778,0.723236198387392,0.884694856669553
"LOC105379349",0.0974908420418109,-0.998983272734077,4.06948424539603,-0.245481543235919,0.806083597410661,NA
"LOC105379314",0.509534977280744,-1.07111233532701,4.03021513325844,-0.265770510980394,0.790415955494646,NA
"LOC105379303",0.595594699675814,0,3.74100752315058,0,1,NA
"LOC105373228",0.127448168628643,0,4.0804558718652,0,1,NA
"LINC02768",0.368204760829634,-1.07110677404001,3.95566066354595,-0.270778225218096,0.786561608193517,NA
"LOC105373206",0.353562647882016,-1.07110775558278,4.08045587185611,-0.262497081017458,0.792938235494816,NA
"LOC105373171",0.733958593483541,-3.06094633008212,3.11093530449021,-0.983931207333069,0.325149338289713,NA
"LOC105373143",3.91035920127401,-0.350320264292634,1.19621902695268,-0.292856288354701,0.769632001497527,NA
"LOC105373119",12.9861547000228,0.00936401997710626,0.586851832385851,0.0159563614874248,0.987269205746533,NA
"LOC105373116",2.69547879285391,0.503147200172192,1.41065697408323,0.356675796750079,0.721334526734654,NA
"LOC105373115",0.137572254721035,0,4.0804558718652,0,1,NA
"LOC105373041",5.0613963672002,-0.229446011952146,0.935074675236045,-0.245377206792844,0.806164375969155,NA
"LOC105373194",47.4354147487031,0.176207201674546,0.355255049685756,0.496001962056309,0.619893026647243,0.829598378885755
"LOC105373188",0.109081045427036,0.852453194129738,4.0804558718652,0.208911264059346,0.834517510729977,NA
"LOC105379257",0.201786396668273,-0.0741364951100507,4.07435883883338,-0.0181958678758099,0.985482599049334,NA
"LOC105379151",0.109081045427036,0.852453194129738,4.0804558718652,0.208911264059346,0.834517510729977,NA
"LOC105379138",1.13842255382591,-1.33875349774091,2.34176309428188,-0.57168613725696,0.567534627745382,NA
"LOC105379129",0.212201131470579,1.56931248977531,4.03923068559757,0.388517668815229,0.697632981177429,NA
"LOC105379127",0.0986663106247296,-1.0710921506475,4.0804558718652,-0.262493256705138,0.79294118351982,NA
